source_kind,path,relative_path,extension,size_bytes,sha256,readable,extractor,text_path,chars,status,notes
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a128ac99b952b20019b982c68851a2d.pdf,Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a128ac99b952b20019b982c68851a2d.pdf,.pdf,169350,297fa14ef51fd02b9088b4496881a6b4549c40e87af8f82138c3c1c7d63b8437,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/nt_Inputs_1._Valyx_FDD_Input_Cost_of_service_Email_Vendor_Invoices_billing_invoices_8a128ac99b952b20019b982c68851a2d.pdf.12a0d98b91.txt,2288,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a128b659b43f503019b7ba18ad44e5f.pdf,Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a128b659b43f503019b7ba18ad44e5f.pdf,.pdf,184086,9fdd096221cc2aa961ffacc5d50891c77362cea0d4b40e45f3cc837818a1e525,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/nt_Inputs_1._Valyx_FDD_Input_Cost_of_service_Email_Vendor_Invoices_billing_invoices_8a128b659b43f503019b7ba18ad44e5f.pdf.c1a65ea1cb.txt,2865,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a128bc49498ceb60194c33e098664b7.pdf,Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a128bc49498ceb60194c33e098664b7.pdf,.pdf,141929,4a3b4ed59bf5bd749a61d87a5043edf1fadff8b733b84f1ef88644229f51f5bc,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/nt_Inputs_1._Valyx_FDD_Input_Cost_of_service_Email_Vendor_Invoices_billing_invoices_8a128bc49498ceb60194c33e098664b7.pdf.422c651db6.txt,2013,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a128e6b9b952ec8019b97e159a851ba.pdf,Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a128e6b9b952ec8019b97e159a851ba.pdf,.pdf,180671,bada15de692ce2286c7407a7658a85d8df784d39c22d024d7addb1fde4355ba0,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/nt_Inputs_1._Valyx_FDD_Input_Cost_of_service_Email_Vendor_Invoices_billing_invoices_8a128e6b9b952ec8019b97e159a851ba.pdf.f6360ffd96.txt,2799,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a128f0697aef83b0197c7ba467c6d77.pdf,Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a128f0697aef83b0197c7ba467c6d77.pdf,.pdf,183767,bd23a14e17b05c585292768d2239c783e1c6dcac21c671b146e07bd333740fe5,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/nt_Inputs_1._Valyx_FDD_Input_Cost_of_service_Email_Vendor_Invoices_billing_invoices_8a128f0697aef83b0197c7ba467c6d77.pdf.f774369c9c.txt,2866,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a12915b95dbb3920195f2b0351a2fc5.pdf,Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a12915b95dbb3920195f2b0351a2fc5.pdf,.pdf,141535,386d4660313334940d22798b7990fc59eaefa50854d5193017aed90cb67c75d6,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/nt_Inputs_1._Valyx_FDD_Input_Cost_of_service_Email_Vendor_Invoices_billing_invoices_8a12915b95dbb3920195f2b0351a2fc5.pdf.b6cf4eb56c.txt,2013,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a12916d984474a001986728295f395c.pdf,Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a12916d984474a001986728295f395c.pdf,.pdf,183619,7ea75497429e3a56f21730dda563e0aec67b977bd6b824ee1987c7d324f5725c,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/nt_Inputs_1._Valyx_FDD_Input_Cost_of_service_Email_Vendor_Invoices_billing_invoices_8a12916d984474a001986728295f395c.pdf.085d3becc5.txt,2866,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a129188954554da019552d1b9b63e68.pdf,Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a129188954554da019552d1b9b63e68.pdf,.pdf,141533,f3a0785217b6a0e4a0c4091ac36ee9290ff3dbb3bdffaab774ce82282363cdae,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/nt_Inputs_1._Valyx_FDD_Input_Cost_of_service_Email_Vendor_Invoices_billing_invoices_8a129188954554da019552d1b9b63e68.pdf.0b6a474fb7.txt,2013,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a1292de98c18ed9019906a6550a19e6.pdf,Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a1292de98c18ed9019906a6550a19e6.pdf,.pdf,183626,6d0d192b8061e6b4f489f5a9c8f33d790fdb3d290c48f30275f0d48961dc7737,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/nt_Inputs_1._Valyx_FDD_Input_Cost_of_service_Email_Vendor_Invoices_billing_invoices_8a1292de98c18ed9019906a6550a19e6.pdf.8e2fdcd027.txt,2866,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a1297779a10451c019a40cc2e866717.pdf,Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a1297779a10451c019a40cc2e866717.pdf,.pdf,183940,834361558ecf02ebdfc38ae756bfc561ab7930eafc11a0c2e0bdf7d481e6ab68,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/nt_Inputs_1._Valyx_FDD_Input_Cost_of_service_Email_Vendor_Invoices_billing_invoices_8a1297779a10451c019a40cc2e866717.pdf.2b6a32b3f3.txt,2867,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a129990966ad27401968d3317f272a5.pdf,Client Inputs/1. Valyx FDD Input/Cost of service/Email_Vendor_Invoices/billing_invoices_8a129990966ad27401968d3317f272a5.pdf,.pdf,141825,fba3b5a224a45a830b95219295983de81fa9448058ddb0a141e5116755522cd9,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/nt_Inputs_1._Valyx_FDD_Input_Cost_of_service_Email_Vendor_Invoices_billing_invoices_8a129990966ad27401968d3317f272a5.pdf.bef7c0c161.txt,2013,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/Cost of service/Google_For_Work_Payment_History.csv,Client Inputs/1. Valyx FDD Input/Cost of service/Google_For_Work_Payment_History.csv,.csv,9526,8851dcd5b5153c9a4087a25d7b5653a89e9a852d8cc12629897031c914d6cd24,True,csv,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_Cost_of_service_Google_For_Work_Payment_History.csv.767b27fbc2.txt,8304,ok,
tree,"/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/1. Oct-23/92B - 42,148.pdf","Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/1. Oct-23/92B - 42,148.pdf",.pdf,270821,e8620fff91e1d0fa18e27ce16849ccbcd66000623d113fdde30ccda82b1c36e7,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2023-24_1._Oct-23_92B_-_42_148.pdf.db33346dd7.txt,1134,ok,
tree,"/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/2. Dec-23/92B - 42,148.pdf","Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/2. Dec-23/92B - 42,148.pdf",.pdf,270828,56177e260f420c0f91ff2dcea0ad6c011954f2e8090c2baaf229425426bb080b,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2023-24_2._Dec-23_92B_-_42_148.pdf.906cc33d1f.txt,1134,ok,
tree,"/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/2. Dec-23/94J - 50,077.pdf","Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/2. Dec-23/94J - 50,077.pdf",.pdf,270530,720d6838adbb65f4afcbfcf10315738229bbd231d3b90122e7214883fa6fa281,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2023-24_2._Dec-23_94J_-_50_077.pdf.bc0ac37378.txt,1088,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/3. Mar-24/92B-22357.pdf,Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/3. Mar-24/92B-22357.pdf,.pdf,270883,10480497e27597b7d7870199ee73aa30fc2f6b85990cfb0f62feeadcc3bc1b66,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2023-24_3._Mar-24_92B-22357.pdf.97ee623b20.txt,1140,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/3. Mar-24/94J-12596 FY-2023-24.pdf,Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/3. Mar-24/94J-12596 FY-2023-24.pdf,.pdf,270790,8a924b0c6e20349c611b3b1f295dafcc602bb693a42e2b74c4bdb3c5e69b418d,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2023-24_3._Mar-24_94J-12596_FY-2023-24.pdf.6957c651a8.txt,1132,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/3. Mar-24/94J-1760.pdf,Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/3. Mar-24/94J-1760.pdf,.pdf,270126,cdd59eccc39db414ede02e4fadd9b3bf778c6c4871d878ee8d8e1f90ebfe6601,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2023-24_3._Mar-24_94J-1760.pdf.024be396b2.txt,1093,ok,
tree,"/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/4. Jan-24/92A - 21,074.pdf","Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/4. Jan-24/92A - 21,074.pdf",.pdf,270727,1cdc8e245f35832536a21bbeaf141826c99edbe1ad8da19e95201595ddfa5be3,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2023-24_4._Jan-24_92A_-_21_074.pdf.42576311e5.txt,1114,ok,
tree,"/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/4. Jan-24/94J - 16,708.pdf","Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/4. Jan-24/94J - 16,708.pdf",.pdf,270736,68503eedd2a12c867f53f16c93f7a3146cfb238018ee89f115f4669bdd42d4ae,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2023-24_4._Jan-24_94J_-_16_708.pdf.23cf7912af.txt,1104,ok,
tree,"/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/5. Feb-24/92B - 21,074.pdf","Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/5. Feb-24/92B - 21,074.pdf",.pdf,270771,51934f3d106263bcf502f622b69137d7ffc8cdcd72f3d6b38732e36a5911c3eb,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2023-24_5._Feb-24_92B_-_21_074.pdf.3475d9488c.txt,1114,ok,
tree,"/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/5. Feb-24/94J - 17,120.pdf","Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/5. Feb-24/94J - 17,120.pdf",.pdf,270761,f203729d215e54a6d3d02bef4d1bfbe8941d6cfece98d3bf65091f4ea2a41c34,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2023-24_5._Feb-24_94J_-_17_120.pdf.f7adfcecc8.txt,1106,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/TDS on Salary FY 2023-24.xls,Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/TDS on Salary FY 2023-24.xls,.xls,10772,ede78cf5ce93d20ffe822e51fab9a3bf14b7eca7ba125a9f3f34a8c8d8b1aa81,True,openpyxl-mislabeled-xls,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2023-24_TDS_on_Salary_FY_2023-24.xls.cfe6493bc6.txt,1036,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/TDS on prof FY 2023-24.xls,Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2023-24/TDS on prof FY 2023-24.xls,.xls,11007,e213abbdb8e0f8234e6bb6ade8e10334995821d048bc6e9140d8a3894a599306,True,openpyxl-mislabeled-xls,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2023-24_TDS_on_prof_FY_2023-24.xls.ccee78903b.txt,1348,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/1. Apr-24/92B.pdf,Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/1. Apr-24/92B.pdf,.pdf,270922,e1bdc8dfe21e3577d7e051a067123d4fc19be7cb133d937f6eb1daa9680a5ad9,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2024-25_1._Apr-24_92B.pdf.62beabf90d.txt,1156,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/1. Apr-24/94J.pdf,Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/1. Apr-24/94J.pdf,.pdf,270292,1027d7d45bcd536f026a553d88af579312cf4f549b9830285fbb02ec059abd5a,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2024-25_1._Apr-24_94J.pdf.4d4bec7894.txt,1103,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/10.Jan-25/92B-98893.pdf,Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/10.Jan-25/92B-98893.pdf,.pdf,270783,6b8abba32db4c842d4288775686d12d3631fcd6b00a40a2502b3b4fffd1da7a7,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2024-25_10.Jan-25_92B-98893.pdf.ce3a43bf3c.txt,1146,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/10.Jan-25/94C-1060.pdf,Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/10.Jan-25/94C-1060.pdf,.pdf,270151,4df96ee2077d1fea5d93b111dc1409b64f3e4af39a1603c8ce8717bb2ca6410e,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2024-25_10.Jan-25_94C-1060.pdf.067561d8ce.txt,1083,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/10.Jan-25/94J-2070.pdf,Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/10.Jan-25/94J-2070.pdf,.pdf,270182,fa48f476f0e48a08b1a141b1038b35fd514cde516128542f9f20a7815e681975,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2024-25_10.Jan-25_94J-2070.pdf.496b52dace.txt,1069,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/11.Feb-25/92B-1610.pdf,Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/11.Feb-25/92B-1610.pdf,.pdf,270215,baa40282546da2d91e478adabc05ed6d1690400a6d768b319f1d342856552d26,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2024-25_11.Feb-25_92B-1610.pdf.659b2b3dc0.txt,1103,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/11.Feb-25/92B-80832.pdf,Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/11.Feb-25/92B-80832.pdf,.pdf,270786,12dc4ed8c73cf636423455160451a8d550ab0888063545ea8ef48058d9e3678b,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2024-25_11.Feb-25_92B-80832.pdf.e0a2e33267.txt,1130,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/11.Feb-25/94J-2070.pdf,Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/11.Feb-25/94J-2070.pdf,.pdf,270144,74e8ffcc300a09160a11becec494277e1c44de66845bd48530cd538da76b2ac9,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2024-25_11.Feb-25_94J-2070.pdf.ff98e6cb7b.txt,1069,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/12.Mar-25/92B-298698.pdf,Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/12.Mar-25/92B-298698.pdf,.pdf,270889,7359931fda34d21e93c00911b8702919821faf8a24ce090b9f885868959ceba7,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2024-25_12.Mar-25_92B-298698.pdf.57d0ddafc2.txt,1168,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/12.Mar-25/94J-2070.pdf,Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/12.Mar-25/94J-2070.pdf,.pdf,270047,9d14e960f1b5faf750a0a15012128c325724be7e405cc3c866802cac6975a816,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2024-25_12.Mar-25_94J-2070.pdf.d3b34fa7fe.txt,1069,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/12.Mar-25/94J-43790.pdf,Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/12.Mar-25/94J-43790.pdf,.pdf,270871,557c4fd790523b07b6e5885226d3c686e6af6cb2907829c8167f3e9a54e86493,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2024-25_12.Mar-25_94J-43790.pdf.14f337cf9c.txt,1132,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/2. May-24/92B.pdf,Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/2. May-24/92B.pdf,.pdf,270879,df7c4a01b356d99f9b85384dbcab13d77c722853ec21025f1940b7e2d217c215,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2024-25_2._May-24_92B.pdf.19dd6d35d7.txt,1158,ok,
tree,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx inputs - for testing/Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/2. May-24/94J.pdf,Client Inputs/1. Valyx FDD Input/DD7.5 Opening Balance on Statutory dues/FY 2024-25/2. May-24/94J.pdf,.pdf,270292,1027d7d45bcd536f026a553d88af579312cf4f549b9830285fbb02ec059abd5a,True,pymupdf,/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/extracted_text/Client_Inputs_1._Valyx_FDD_Input_DD7.5_Opening_Balance_on_Statutory_dues_FY_2024-25_2._May-24_94J.pdf.1d385f81c2.txt,1103,ok,
